DAY_KEY,FULL_DATE,DAY_OF_WEEK_NUMBER,DAY_OF_WEEK_NAME,MONTH_NUMBER,MONTH_NAME,YEAR,WEEK_IN_YEAR,DAY_IN_MONTH,WEEKDAY_FLAG
853,5/2/2012,4,Wednesday,5,May,2012,18,2,TRUE
854,5/3/2012,5,Thursday,5,May,2012,18,3,TRUE
855,5/4/2012,6,Friday,5,May,2012,18,4,TRUE
856,5/5/2012,7,Saturday,5,May,2012,18,5,FALSE
857,5/6/2012,1,Sunday,5,May,2012,19,6,FALSE
858,5/7/2012,2,Monday,5,May,2012,19,7,TRUE
859,5/8/2012,3,Tuesday,5,May,2012,19,8,TRUE
860,5/9/2012,4,Wednesday,5,May,2012,19,9,TRUE
861,5/10/2012,5,Thursday,5,May,2012,19,10,TRUE
862,5/11/2012,6,Friday,5,May,2012,19,11,TRUE
863,5/12/2012,7,Saturday,5,May,2012,19,12,FALSE
864,5/13/2012,1,Sunday,5,May,2012,20,13,FALSE
865,5/14/2012,2,Monday,5,May,2012,20,14,TRUE
866,5/15/2012,3,Tuesday,5,May,2012,20,15,TRUE
867,5/16/2012,4,Wednesday,5,May,2012,20,16,TRUE
868,5/17/2012,5,Thursday,5,May,2012,20,17,TRUE
869,5/18/2012,6,Friday,5,May,2012,20,18,TRUE
870,5/19/2012,7,Saturday,5,May,2012,20,19,FALSE
871,5/20/2012,1,Sunday,5,May,2012,21,20,FALSE
872,5/21/2012,2,Monday,5,May,2012,21,21,TRUE
873,5/22/2012,3,Tuesday,5,May,2012,21,22,TRUE
874,5/23/2012,4,Wednesday,5,May,2012,21,23,TRUE
875,5/24/2012,5,Thursday,5,May,2012,21,24,TRUE
876,5/25/2012,6,Friday,5,May,2012,21,25,TRUE
877,5/26/2012,7,Saturday,5,May,2012,21,26,FALSE
878,5/27/2012,1,Sunday,5,May,2012,22,27,FALSE
879,5/28/2012,2,Monday,5,May,2012,22,28,TRUE
880,5/29/2012,3,Tuesday,5,May,2012,22,29,TRUE
881,5/30/2012,4,Wednesday,5,May,2012,22,30,TRUE
882,5/31/2012,5,Thursday,5,May,2012,22,31,TRUE
883,6/1/2012,6,Friday,6,June,2012,22,1,TRUE
884,6/2/2012,7,Saturday,6,June,2012,22,2,FALSE
885,6/3/2012,1,Sunday,6,June,2012,23,3,FALSE
886,6/4/2012,2,Monday,6,June,2012,23,4,TRUE
887,6/5/2012,3,Tuesday,6,June,2012,23,5,TRUE
888,6/6/2012,4,Wednesday,6,June,2012,23,6,TRUE
889,6/7/2012,5,Thursday,6,June,2012,23,7,TRUE
890,6/8/2012,6,Friday,6,June,2012,23,8,TRUE
891,6/9/2012,7,Saturday,6,June,2012,23,9,FALSE
892,6/10/2012,1,Sunday,6,June,2012,24,10,FALSE
893,6/11/2012,2,Monday,6,June,2012,24,11,TRUE
894,6/12/2012,3,Tuesday,6,June,2012,24,12,TRUE
895,6/13/2012,4,Wednesday,6,June,2012,24,13,TRUE
896,6/14/2012,5,Thursday,6,June,2012,24,14,TRUE
897,6/15/2012,6,Friday,6,June,2012,24,15,TRUE
898,6/16/2012,7,Saturday,6,June,2012,24,16,FALSE
899,6/17/2012,1,Sunday,6,June,2012,25,17,FALSE
900,6/18/2012,2,Monday,6,June,2012,25,18,TRUE
901,6/19/2012,3,Tuesday,6,June,2012,25,19,TRUE
902,6/20/2012,4,Wednesday,6,June,2012,25,20,TRUE
903,6/21/2012,5,Thursday,6,June,2012,25,21,TRUE
904,6/22/2012,6,Friday,6,June,2012,25,22,TRUE
905,6/23/2012,7,Saturday,6,June,2012,25,23,FALSE
906,6/24/2012,1,Sunday,6,June,2012,26,24,FALSE
907,6/25/2012,2,Monday,6,June,2012,26,25,TRUE
908,6/26/2012,3,Tuesday,6,June,2012,26,26,TRUE
909,6/27/2012,4,Wednesday,6,June,2012,26,27,TRUE
910,6/28/2012,5,Thursday,6,June,2012,26,28,TRUE
911,6/29/2012,6,Friday,6,June,2012,26,29,TRUE
912,6/30/2012,7,Saturday,6,June,2012,26,30,FALSE
913,7/1/2012,1,Sunday,7,July,2012,27,1,FALSE
914,7/2/2012,2,Monday,7,July,2012,27,2,TRUE
915,7/3/2012,3,Tuesday,7,July,2012,27,3,TRUE
916,7/4/2012,4,Wednesday,7,July,2012,27,4,TRUE
917,7/5/2012,5,Thursday,7,July,2012,27,5,TRUE
918,7/6/2012,6,Friday,7,July,2012,27,6,TRUE
919,7/7/2012,7,Saturday,7,July,2012,27,7,FALSE
920,7/8/2012,1,Sunday,7,July,2012,28,8,FALSE
921,7/9/2012,2,Monday,7,July,2012,28,9,TRUE
922,7/10/2012,3,Tuesday,7,July,2012,28,10,TRUE
923,7/11/2012,4,Wednesday,7,July,2012,28,11,TRUE
924,7/12/2012,5,Thursday,7,July,2012,28,12,TRUE
925,7/13/2012,6,Friday,7,July,2012,28,13,TRUE
926,7/14/2012,7,Saturday,7,July,2012,28,14,FALSE
927,7/15/2012,1,Sunday,7,July,2012,29,15,FALSE
928,7/16/2012,2,Monday,7,July,2012,29,16,TRUE
929,7/17/2012,3,Tuesday,7,July,2012,29,17,TRUE
930,7/18/2012,4,Wednesday,7,July,2012,29,18,TRUE
931,7/19/2012,5,Thursday,7,July,2012,29,19,TRUE
932,7/20/2012,6,Friday,7,July,2012,29,20,TRUE
933,7/21/2012,7,Saturday,7,July,2012,29,21,FALSE
934,7/22/2012,1,Sunday,7,July,2012,30,22,FALSE
935,7/23/2012,2,Monday,7,July,2012,30,23,TRUE
936,7/24/2012,3,Tuesday,7,July,2012,30,24,TRUE
937,7/25/2012,4,Wednesday,7,July,2012,30,25,TRUE
938,7/26/2012,5,Thursday,7,July,2012,30,26,TRUE
939,7/27/2012,6,Friday,7,July,2012,30,27,TRUE
940,7/28/2012,7,Saturday,7,July,2012,30,28,FALSE
941,7/29/2012,1,Sunday,7,July,2012,31,29,FALSE
942,7/30/2012,2,Monday,7,July,2012,31,30,TRUE
943,7/31/2012,3,Tuesday,7,July,2012,31,31,TRUE
944,8/1/2012,4,Wednesday,8,August,2012,31,1,TRUE
945,8/2/2012,5,Thursday,8,August,2012,31,2,TRUE
946,8/3/2012,6,Friday,8,August,2012,31,3,TRUE
947,8/4/2012,7,Saturday,8,August,2012,31,4,FALSE
948,8/5/2012,1,Sunday,8,August,2012,32,5,FALSE
949,8/6/2012,2,Monday,8,August,2012,32,6,TRUE
950,8/7/2012,3,Tuesday,8,August,2012,32,7,TRUE
951,8/8/2012,4,Wednesday,8,August,2012,32,8,TRUE
952,8/9/2012,5,Thursday,8,August,2012,32,9,TRUE
953,8/10/2012,6,Friday,8,August,2012,32,10,TRUE
954,8/11/2012,7,Saturday,8,August,2012,32,11,FALSE
955,8/12/2012,1,Sunday,8,August,2012,33,12,FALSE
956,8/13/2012,2,Monday,8,August,2012,33,13,TRUE
957,8/14/2012,3,Tuesday,8,August,2012,33,14,TRUE
958,8/15/2012,4,Wednesday,8,August,2012,33,15,TRUE
959,8/16/2012,5,Thursday,8,August,2012,33,16,TRUE
960,8/17/2012,6,Friday,8,August,2012,33,17,TRUE
961,8/18/2012,7,Saturday,8,August,2012,33,18,FALSE
962,8/19/2012,1,Sunday,8,August,2012,34,19,FALSE
963,8/20/2012,2,Monday,8,August,2012,34,20,TRUE
964,8/21/2012,3,Tuesday,8,August,2012,34,21,TRUE
965,8/22/2012,4,Wednesday,8,August,2012,34,22,TRUE
966,8/23/2012,5,Thursday,8,August,2012,34,23,TRUE
967,8/24/2012,6,Friday,8,August,2012,34,24,TRUE
968,8/25/2012,7,Saturday,8,August,2012,34,25,FALSE
969,8/26/2012,1,Sunday,8,August,2012,35,26,FALSE
970,8/27/2012,2,Monday,8,August,2012,35,27,TRUE
971,8/28/2012,3,Tuesday,8,August,2012,35,28,TRUE
972,8/29/2012,4,Wednesday,8,August,2012,35,29,TRUE
973,8/30/2012,5,Thursday,8,August,2012,35,30,TRUE
974,8/31/2012,6,Friday,8,August,2012,35,31,TRUE
975,9/1/2012,7,Saturday,9,September,2012,35,1,FALSE
976,9/2/2012,1,Sunday,9,September,2012,36,2,FALSE
977,9/3/2012,2,Monday,9,September,2012,36,3,TRUE
978,9/4/2012,3,Tuesday,9,September,2012,36,4,TRUE
979,9/5/2012,4,Wednesday,9,September,2012,36,5,TRUE
980,9/6/2012,5,Thursday,9,September,2012,36,6,TRUE
981,9/7/2012,6,Friday,9,September,2012,36,7,TRUE
982,9/8/2012,7,Saturday,9,September,2012,36,8,FALSE
983,9/9/2012,1,Sunday,9,September,2012,37,9,FALSE
984,9/10/2012,2,Monday,9,September,2012,37,10,TRUE
985,9/11/2012,3,Tuesday,9,September,2012,37,11,TRUE
986,9/12/2012,4,Wednesday,9,September,2012,37,12,TRUE
987,9/13/2012,5,Thursday,9,September,2012,37,13,TRUE
988,9/14/2012,6,Friday,9,September,2012,37,14,TRUE
989,9/15/2012,7,Saturday,9,September,2012,37,15,FALSE
990,9/16/2012,1,Sunday,9,September,2012,38,16,FALSE
991,9/17/2012,2,Monday,9,September,2012,38,17,TRUE
992,9/18/2012,3,Tuesday,9,September,2012,38,18,TRUE
993,9/19/2012,4,Wednesday,9,September,2012,38,19,TRUE
994,9/20/2012,5,Thursday,9,September,2012,38,20,TRUE
995,9/21/2012,6,Friday,9,September,2012,38,21,TRUE
996,9/22/2012,7,Saturday,9,September,2012,38,22,FALSE
997,9/23/2012,1,Sunday,9,September,2012,39,23,FALSE
998,9/24/2012,2,Monday,9,September,2012,39,24,TRUE
999,9/25/2012,3,Tuesday,9,September,2012,39,25,TRUE
1000,9/26/2012,4,Wednesday,9,September,2012,39,26,TRUE
1001,9/27/2012,5,Thursday,9,September,2012,39,27,TRUE
1002,9/28/2012,6,Friday,9,September,2012,39,28,TRUE
1003,9/29/2012,7,Saturday,9,September,2012,39,29,FALSE
1004,9/30/2012,1,Sunday,9,September,2012,40,30,FALSE
1005,10/1/2012,2,Monday,10,October,2012,40,1,TRUE
1006,10/2/2012,3,Tuesday,10,October,2012,40,2,TRUE
1007,10/3/2012,4,Wednesday,10,October,2012,40,3,TRUE
1008,10/4/2012,5,Thursday,10,October,2012,40,4,TRUE
1009,10/5/2012,6,Friday,10,October,2012,40,5,TRUE
1010,10/6/2012,7,Saturday,10,October,2012,40,6,FALSE
1011,10/7/2012,1,Sunday,10,October,2012,41,7,FALSE
1012,10/8/2012,2,Monday,10,October,2012,41,8,TRUE
1013,10/9/2012,3,Tuesday,10,October,2012,41,9,TRUE
1014,10/10/2012,4,Wednesday,10,October,2012,41,10,TRUE
1015,10/11/2012,5,Thursday,10,October,2012,41,11,TRUE
1016,10/12/2012,6,Friday,10,October,2012,41,12,TRUE
1017,10/13/2012,7,Saturday,10,October,2012,41,13,FALSE
1018,10/14/2012,1,Sunday,10,October,2012,42,14,FALSE
1019,10/15/2012,2,Monday,10,October,2012,42,15,TRUE
1020,10/16/2012,3,Tuesday,10,October,2012,42,16,TRUE
1021,10/17/2012,4,Wednesday,10,October,2012,42,17,TRUE
1022,10/18/2012,5,Thursday,10,October,2012,42,18,TRUE
1023,10/19/2012,6,Friday,10,October,2012,42,19,TRUE
1024,10/20/2012,7,Saturday,10,October,2012,42,20,FALSE
1025,10/21/2012,1,Sunday,10,October,2012,43,21,FALSE
1026,10/22/2012,2,Monday,10,October,2012,43,22,TRUE
1027,10/23/2012,3,Tuesday,10,October,2012,43,23,TRUE
1028,10/24/2012,4,Wednesday,10,October,2012,43,24,TRUE
1029,10/25/2012,5,Thursday,10,October,2012,43,25,TRUE
1030,10/26/2012,6,Friday,10,October,2012,43,26,TRUE
1031,10/27/2012,7,Saturday,10,October,2012,43,27,FALSE
1032,10/28/2012,1,Sunday,10,October,2012,44,28,FALSE
1033,10/29/2012,2,Monday,10,October,2012,44,29,TRUE
1034,10/30/2012,3,Tuesday,10,October,2012,44,30,TRUE
1035,10/31/2012,4,Wednesday,10,October,2012,44,31,TRUE
1036,11/1/2012,5,Thursday,11,November,2012,44,1,TRUE
1037,11/2/2012,6,Friday,11,November,2012,44,2,TRUE
1038,11/3/2012,7,Saturday,11,November,2012,44,3,FALSE
1039,11/4/2012,1,Sunday,11,November,2012,45,4,FALSE
1040,11/5/2012,2,Monday,11,November,2012,45,5,TRUE
1041,11/6/2012,3,Tuesday,11,November,2012,45,6,TRUE
1042,11/7/2012,4,Wednesday,11,November,2012,45,7,TRUE
1043,11/8/2012,5,Thursday,11,November,2012,45,8,TRUE
1044,11/9/2012,6,Friday,11,November,2012,45,9,TRUE
1045,11/10/2012,7,Saturday,11,November,2012,45,10,FALSE
1046,11/11/2012,1,Sunday,11,November,2012,46,11,FALSE
1047,11/12/2012,2,Monday,11,November,2012,46,12,TRUE
1048,11/13/2012,3,Tuesday,11,November,2012,46,13,TRUE
1049,11/14/2012,4,Wednesday,11,November,2012,46,14,TRUE
1050,11/15/2012,5,Thursday,11,November,2012,46,15,TRUE
1051,11/16/2012,6,Friday,11,November,2012,46,16,TRUE
1052,11/17/2012,7,Saturday,11,November,2012,46,17,FALSE
1053,11/18/2012,1,Sunday,11,November,2012,47,18,FALSE
1054,11/19/2012,2,Monday,11,November,2012,47,19,TRUE
1055,11/20/2012,3,Tuesday,11,November,2012,47,20,TRUE
1056,11/21/2012,4,Wednesday,11,November,2012,47,21,TRUE
1057,11/22/2012,5,Thursday,11,November,2012,47,22,TRUE
1058,11/23/2012,6,Friday,11,November,2012,47,23,TRUE
1059,11/24/2012,7,Saturday,11,November,2012,47,24,FALSE
1060,11/25/2012,1,Sunday,11,November,2012,48,25,FALSE
1061,11/26/2012,2,Monday,11,November,2012,48,26,TRUE
1062,11/27/2012,3,Tuesday,11,November,2012,48,27,TRUE
1063,11/28/2012,4,Wednesday,11,November,2012,48,28,TRUE
1064,11/29/2012,5,Thursday,11,November,2012,48,29,TRUE
1065,11/30/2012,6,Friday,11,November,2012,48,30,TRUE
1066,12/1/2012,7,Saturday,12,December,2012,48,1,FALSE
1067,12/2/2012,1,Sunday,12,December,2012,49,2,FALSE
1068,12/3/2012,2,Monday,12,December,2012,49,3,TRUE
1069,12/4/2012,3,Tuesday,12,December,2012,49,4,TRUE
1070,12/5/2012,4,Wednesday,12,December,2012,49,5,TRUE
1071,12/6/2012,5,Thursday,12,December,2012,49,6,TRUE
1072,12/7/2012,6,Friday,12,December,2012,49,7,TRUE
1073,12/8/2012,7,Saturday,12,December,2012,49,8,FALSE
1074,12/9/2012,1,Sunday,12,December,2012,50,9,FALSE
1075,12/10/2012,2,Monday,12,December,2012,50,10,TRUE
1076,12/11/2012,3,Tuesday,12,December,2012,50,11,TRUE
1077,12/12/2012,4,Wednesday,12,December,2012,50,12,TRUE
1078,12/13/2012,5,Thursday,12,December,2012,50,13,TRUE
1079,12/14/2012,6,Friday,12,December,2012,50,14,TRUE
1080,12/15/2012,7,Saturday,12,December,2012,50,15,FALSE
1081,12/16/2012,1,Sunday,12,December,2012,51,16,FALSE
1082,12/17/2012,2,Monday,12,December,2012,51,17,TRUE
1083,12/18/2012,3,Tuesday,12,December,2012,51,18,TRUE
1084,12/19/2012,4,Wednesday,12,December,2012,51,19,TRUE
1085,12/20/2012,5,Thursday,12,December,2012,51,20,TRUE
1086,12/21/2012,6,Friday,12,December,2012,51,21,TRUE
1087,12/22/2012,7,Saturday,12,December,2012,51,22,FALSE
1088,12/23/2012,1,Sunday,12,December,2012,52,23,FALSE
1089,12/24/2012,2,Monday,12,December,2012,52,24,TRUE
1090,12/25/2012,3,Tuesday,12,December,2012,52,25,TRUE
1091,12/26/2012,4,Wednesday,12,December,2012,52,26,TRUE
1092,12/27/2012,5,Thursday,12,December,2012,52,27,TRUE
1093,12/28/2012,6,Friday,12,December,2012,52,28,TRUE
1094,12/29/2012,7,Saturday,12,December,2012,52,29,FALSE
1095,12/30/2012,1,Sunday,12,December,2012,53,30,FALSE
1096,12/31/2012,2,Monday,12,December,2012,53,31,TRUE
1097,1/1/2013,3,Tuesday,1,January,2013,1,1,TRUE
1098,1/2/2013,4,Wednesday,1,January,2013,1,2,TRUE
1099,1/3/2013,5,Thursday,1,January,2013,1,3,TRUE
1100,1/4/2013,6,Friday,1,January,2013,1,4,TRUE
1101,1/5/2013,7,Saturday,1,January,2013,1,5,FALSE
1102,1/6/2013,1,Sunday,1,January,2013,2,6,FALSE
1103,1/7/2013,2,Monday,1,January,2013,2,7,TRUE
1104,1/8/2013,3,Tuesday,1,January,2013,2,8,TRUE
1105,1/9/2013,4,Wednesday,1,January,2013,2,9,TRUE
1106,1/10/2013,5,Thursday,1,January,2013,2,10,TRUE
1107,1/11/2013,6,Friday,1,January,2013,2,11,TRUE
1108,1/12/2013,7,Saturday,1,January,2013,2,12,FALSE
1109,1/13/2013,1,Sunday,1,January,2013,3,13,FALSE
1110,1/14/2013,2,Monday,1,January,2013,3,14,TRUE
1111,1/15/2013,3,Tuesday,1,January,2013,3,15,TRUE
1112,1/16/2013,4,Wednesday,1,January,2013,3,16,TRUE
1113,1/17/2013,5,Thursday,1,January,2013,3,17,TRUE
1114,1/18/2013,6,Friday,1,January,2013,3,18,TRUE
1115,1/19/2013,7,Saturday,1,January,2013,3,19,FALSE
1116,1/20/2013,1,Sunday,1,January,2013,4,20,FALSE
1117,1/21/2013,2,Monday,1,January,2013,4,21,TRUE
1118,1/22/2013,3,Tuesday,1,January,2013,4,22,TRUE
1119,1/23/2013,4,Wednesday,1,January,2013,4,23,TRUE
1120,1/24/2013,5,Thursday,1,January,2013,4,24,TRUE
1121,1/25/2013,6,Friday,1,January,2013,4,25,TRUE
1122,1/26/2013,7,Saturday,1,January,2013,4,26,FALSE
1123,1/27/2013,1,Sunday,1,January,2013,5,27,FALSE
1124,1/28/2013,2,Monday,1,January,2013,5,28,TRUE
1125,1/29/2013,3,Tuesday,1,January,2013,5,29,TRUE
1126,1/30/2013,4,Wednesday,1,January,2013,5,30,TRUE
1127,1/31/2013,5,Thursday,1,January,2013,5,31,TRUE
1128,2/1/2013,6,Friday,2,February,2013,5,1,TRUE
1129,2/2/2013,7,Saturday,2,February,2013,5,2,FALSE
1130,2/3/2013,1,Sunday,2,February,2013,6,3,FALSE
1131,2/4/2013,2,Monday,2,February,2013,6,4,TRUE
1132,2/5/2013,3,Tuesday,2,February,2013,6,5,TRUE
1133,2/6/2013,4,Wednesday,2,February,2013,6,6,TRUE
1134,2/7/2013,5,Thursday,2,February,2013,6,7,TRUE
1135,2/8/2013,6,Friday,2,February,2013,6,8,TRUE
1136,2/9/2013,7,Saturday,2,February,2013,6,9,FALSE
1137,2/10/2013,1,Sunday,2,February,2013,7,10,FALSE
1138,2/11/2013,2,Monday,2,February,2013,7,11,TRUE
1139,2/12/2013,3,Tuesday,2,February,2013,7,12,TRUE
1140,2/13/2013,4,Wednesday,2,February,2013,7,13,TRUE
1141,2/14/2013,5,Thursday,2,February,2013,7,14,TRUE
1142,2/15/2013,6,Friday,2,February,2013,7,15,TRUE
1143,2/16/2013,7,Saturday,2,February,2013,7,16,FALSE
1144,2/17/2013,1,Sunday,2,February,2013,8,17,FALSE
1145,2/18/2013,2,Monday,2,February,2013,8,18,TRUE
1146,2/19/2013,3,Tuesday,2,February,2013,8,19,TRUE
1147,2/20/2013,4,Wednesday,2,February,2013,8,20,TRUE
1148,2/21/2013,5,Thursday,2,February,2013,8,21,TRUE
1149,2/22/2013,6,Friday,2,February,2013,8,22,TRUE
1150,2/23/2013,7,Saturday,2,February,2013,8,23,FALSE
1151,2/24/2013,1,Sunday,2,February,2013,9,24,FALSE
1152,2/25/2013,2,Monday,2,February,2013,9,25,TRUE
1153,2/26/2013,3,Tuesday,2,February,2013,9,26,TRUE
1154,2/27/2013,4,Wednesday,2,February,2013,9,27,TRUE
1155,2/28/2013,5,Thursday,2,February,2013,9,28,TRUE
1156,3/1/2013,6,Friday,3,March,2013,9,1,TRUE
1157,3/2/2013,7,Saturday,3,March,2013,9,2,FALSE
1158,3/3/2013,1,Sunday,3,March,2013,10,3,FALSE
1159,3/4/2013,2,Monday,3,March,2013,10,4,TRUE
1160,3/5/2013,3,Tuesday,3,March,2013,10,5,TRUE
1161,3/6/2013,4,Wednesday,3,March,2013,10,6,TRUE
1162,3/7/2013,5,Thursday,3,March,2013,10,7,TRUE
1163,3/8/2013,6,Friday,3,March,2013,10,8,TRUE
1164,3/9/2013,7,Saturday,3,March,2013,10,9,FALSE
1165,3/10/2013,1,Sunday,3,March,2013,11,10,FALSE
1166,3/11/2013,2,Monday,3,March,2013,11,11,TRUE
1167,3/12/2013,3,Tuesday,3,March,2013,11,12,TRUE
1168,3/13/2013,4,Wednesday,3,March,2013,11,13,TRUE
1169,3/14/2013,5,Thursday,3,March,2013,11,14,TRUE
1170,3/15/2013,6,Friday,3,March,2013,11,15,TRUE
1171,3/16/2013,7,Saturday,3,March,2013,11,16,FALSE
1172,3/17/2013,1,Sunday,3,March,2013,12,17,FALSE
1173,3/18/2013,2,Monday,3,March,2013,12,18,TRUE
1174,3/19/2013,3,Tuesday,3,March,2013,12,19,TRUE
1175,3/20/2013,4,Wednesday,3,March,2013,12,20,TRUE
1176,3/21/2013,5,Thursday,3,March,2013,12,21,TRUE
1177,3/22/2013,6,Friday,3,March,2013,12,22,TRUE
1178,3/23/2013,7,Saturday,3,March,2013,12,23,FALSE
1179,3/24/2013,1,Sunday,3,March,2013,13,24,FALSE
1180,3/25/2013,2,Monday,3,March,2013,13,25,TRUE
1181,3/26/2013,3,Tuesday,3,March,2013,13,26,TRUE
1182,3/27/2013,4,Wednesday,3,March,2013,13,27,TRUE
1183,3/28/2013,5,Thursday,3,March,2013,13,28,TRUE
1184,3/29/2013,6,Friday,3,March,2013,13,29,TRUE
1185,3/30/2013,7,Saturday,3,March,2013,13,30,FALSE
1186,3/31/2013,1,Sunday,3,March,2013,14,31,FALSE
1187,4/1/2013,2,Monday,4,April,2013,14,1,TRUE
1188,4/2/2013,3,Tuesday,4,April,2013,14,2,TRUE
1189,4/3/2013,4,Wednesday,4,April,2013,14,3,TRUE
1190,4/4/2013,5,Thursday,4,April,2013,14,4,TRUE
1191,4/5/2013,6,Friday,4,April,2013,14,5,TRUE
1192,4/6/2013,7,Saturday,4,April,2013,14,6,FALSE
1193,4/7/2013,1,Sunday,4,April,2013,15,7,FALSE
1194,4/8/2013,2,Monday,4,April,2013,15,8,TRUE
1195,4/9/2013,3,Tuesday,4,April,2013,15,9,TRUE
1196,4/10/2013,4,Wednesday,4,April,2013,15,10,TRUE
1197,4/11/2013,5,Thursday,4,April,2013,15,11,TRUE
1198,4/12/2013,6,Friday,4,April,2013,15,12,TRUE
1199,4/13/2013,7,Saturday,4,April,2013,15,13,FALSE
1200,4/14/2013,1,Sunday,4,April,2013,16,14,FALSE
1201,4/15/2013,2,Monday,4,April,2013,16,15,TRUE
1202,4/16/2013,3,Tuesday,4,April,2013,16,16,TRUE
1203,4/17/2013,4,Wednesday,4,April,2013,16,17,TRUE
1204,4/18/2013,5,Thursday,4,April,2013,16,18,TRUE
1205,4/19/2013,6,Friday,4,April,2013,16,19,TRUE
1206,4/20/2013,7,Saturday,4,April,2013,16,20,FALSE
1207,4/21/2013,1,Sunday,4,April,2013,17,21,FALSE
1208,4/22/2013,2,Monday,4,April,2013,17,22,TRUE
1209,4/23/2013,3,Tuesday,4,April,2013,17,23,TRUE
1210,4/24/2013,4,Wednesday,4,April,2013,17,24,TRUE
1211,4/25/2013,5,Thursday,4,April,2013,17,25,TRUE
1212,4/26/2013,6,Friday,4,April,2013,17,26,TRUE
1213,4/27/2013,7,Saturday,4,April,2013,17,27,FALSE
1214,4/28/2013,1,Sunday,4,April,2013,18,28,FALSE
1215,4/29/2013,2,Monday,4,April,2013,18,29,TRUE
1216,4/30/2013,3,Tuesday,4,April,2013,18,30,TRUE
1217,5/1/2013,4,Wednesday,5,May,2013,18,1,TRUE
1218,5/2/2013,5,Thursday,5,May,2013,18,2,TRUE
1219,5/3/2013,6,Friday,5,May,2013,18,3,TRUE
1220,5/4/2013,7,Saturday,5,May,2013,18,4,FALSE
1221,5/5/2013,1,Sunday,5,May,2013,19,5,FALSE
1222,5/6/2013,2,Monday,5,May,2013,19,6,TRUE
1223,5/7/2013,3,Tuesday,5,May,2013,19,7,TRUE
1224,5/8/2013,4,Wednesday,5,May,2013,19,8,TRUE
1225,5/9/2013,5,Thursday,5,May,2013,19,9,TRUE
1226,5/10/2013,6,Friday,5,May,2013,19,10,TRUE
1227,5/11/2013,7,Saturday,5,May,2013,19,11,FALSE
1228,5/12/2013,1,Sunday,5,May,2013,20,12,FALSE
1229,5/13/2013,2,Monday,5,May,2013,20,13,TRUE
1230,5/14/2013,3,Tuesday,5,May,2013,20,14,TRUE
1231,5/15/2013,4,Wednesday,5,May,2013,20,15,TRUE
1232,5/16/2013,5,Thursday,5,May,2013,20,16,TRUE
1233,5/17/2013,6,Friday,5,May,2013,20,17,TRUE
1234,5/18/2013,7,Saturday,5,May,2013,20,18,FALSE
1235,5/19/2013,1,Sunday,5,May,2013,21,19,FALSE
1236,5/20/2013,2,Monday,5,May,2013,21,20,TRUE
1237,5/21/2013,3,Tuesday,5,May,2013,21,21,TRUE
1238,5/22/2013,4,Wednesday,5,May,2013,21,22,TRUE
1239,5/23/2013,5,Thursday,5,May,2013,21,23,TRUE
1240,5/24/2013,6,Friday,5,May,2013,21,24,TRUE
1241,5/25/2013,7,Saturday,5,May,2013,21,25,FALSE
1242,5/26/2013,1,Sunday,5,May,2013,22,26,FALSE
1243,5/27/2013,2,Monday,5,May,2013,22,27,TRUE
1244,5/28/2013,3,Tuesday,5,May,2013,22,28,TRUE
1245,5/29/2013,4,Wednesday,5,May,2013,22,29,TRUE
1246,5/30/2013,5,Thursday,5,May,2013,22,30,TRUE
1247,5/31/2013,6,Friday,5,May,2013,22,31,TRUE
1248,6/1/2013,7,Saturday,6,June,2013,22,1,FALSE
1249,6/2/2013,1,Sunday,6,June,2013,23,2,FALSE
1250,6/3/2013,2,Monday,6,June,2013,23,3,TRUE
1251,6/4/2013,3,Tuesday,6,June,2013,23,4,TRUE
1252,6/5/2013,4,Wednesday,6,June,2013,23,5,TRUE
1253,6/6/2013,5,Thursday,6,June,2013,23,6,TRUE
1254,6/7/2013,6,Friday,6,June,2013,23,7,TRUE
1255,6/8/2013,7,Saturday,6,June,2013,23,8,FALSE
1256,6/9/2013,1,Sunday,6,June,2013,24,9,FALSE
1257,6/10/2013,2,Monday,6,June,2013,24,10,TRUE
1258,6/11/2013,3,Tuesday,6,June,2013,24,11,TRUE
1259,6/12/2013,4,Wednesday,6,June,2013,24,12,TRUE
1260,6/13/2013,5,Thursday,6,June,2013,24,13,TRUE
1261,6/14/2013,6,Friday,6,June,2013,24,14,TRUE
1262,6/15/2013,7,Saturday,6,June,2013,24,15,FALSE
1263,6/16/2013,1,Sunday,6,June,2013,25,16,FALSE
1264,6/17/2013,2,Monday,6,June,2013,25,17,TRUE
1265,6/18/2013,3,Tuesday,6,June,2013,25,18,TRUE
1266,6/19/2013,4,Wednesday,6,June,2013,25,19,TRUE
1267,6/20/2013,5,Thursday,6,June,2013,25,20,TRUE
1268,6/21/2013,6,Friday,6,June,2013,25,21,TRUE
1269,6/22/2013,7,Saturday,6,June,2013,25,22,FALSE
1270,6/23/2013,1,Sunday,6,June,2013,26,23,FALSE
1271,6/24/2013,2,Monday,6,June,2013,26,24,TRUE
1272,6/25/2013,3,Tuesday,6,June,2013,26,25,TRUE
1273,6/26/2013,4,Wednesday,6,June,2013,26,26,TRUE
1274,6/27/2013,5,Thursday,6,June,2013,26,27,TRUE
1275,6/28/2013,6,Friday,6,June,2013,26,28,TRUE
1276,6/29/2013,7,Saturday,6,June,2013,26,29,FALSE
1277,6/30/2013,1,Sunday,6,June,2013,27,30,FALSE
