DAY_KEY,FULL_DATE,DAY_OF_WEEK_NUMBER,DAY_OF_WEEK_NAME,MONTH_NUMBER,MONTH_NAME,YEAR,WEEK_IN_YEAR,DAY_IN_MONTH,WEEKDAY_FLAG
1278,7/1/2013,2,Monday,7,July,2013,27,1,TRUE
1279,7/2/2013,3,Tuesday,7,July,2013,27,2,TRUE
1280,7/3/2013,4,Wednesday,7,July,2013,27,3,TRUE
1281,7/4/2013,5,Thursday,7,July,2013,27,4,TRUE
1282,7/5/2013,6,Friday,7,July,2013,27,5,TRUE
1283,7/6/2013,7,Saturday,7,July,2013,27,6,FALSE
1284,7/7/2013,1,Sunday,7,July,2013,28,7,FALSE
1285,7/8/2013,2,Monday,7,July,2013,28,8,TRUE
1286,7/9/2013,3,Tuesday,7,July,2013,28,9,TRUE
1287,7/10/2013,4,Wednesday,7,July,2013,28,10,TRUE
1288,7/11/2013,5,Thursday,7,July,2013,28,11,TRUE
1289,7/12/2013,6,Friday,7,July,2013,28,12,TRUE
1290,7/13/2013,7,Saturday,7,July,2013,28,13,FALSE
1291,7/14/2013,1,Sunday,7,July,2013,29,14,FALSE
1292,7/15/2013,2,Monday,7,July,2013,29,15,TRUE
1293,7/16/2013,3,Tuesday,7,July,2013,29,16,TRUE
1294,7/17/2013,4,Wednesday,7,July,2013,29,17,TRUE
1295,7/18/2013,5,Thursday,7,July,2013,29,18,TRUE
1296,7/19/2013,6,Friday,7,July,2013,29,19,TRUE
1297,7/20/2013,7,Saturday,7,July,2013,29,20,FALSE
1298,7/21/2013,1,Sunday,7,July,2013,30,21,FALSE
1299,7/22/2013,2,Monday,7,July,2013,30,22,TRUE
1300,7/23/2013,3,Tuesday,7,July,2013,30,23,TRUE
1301,7/24/2013,4,Wednesday,7,July,2013,30,24,TRUE
1302,7/25/2013,5,Thursday,7,July,2013,30,25,TRUE
1303,7/26/2013,6,Friday,7,July,2013,30,26,TRUE
1304,7/27/2013,7,Saturday,7,July,2013,30,27,FALSE
1305,7/28/2013,1,Sunday,7,July,2013,31,28,FALSE
1306,7/29/2013,2,Monday,7,July,2013,31,29,TRUE
1307,7/30/2013,3,Tuesday,7,July,2013,31,30,TRUE
1308,7/31/2013,4,Wednesday,7,July,2013,31,31,TRUE
1309,8/1/2013,5,Thursday,8,August,2013,31,1,TRUE
1310,8/2/2013,6,Friday,8,August,2013,31,2,TRUE
1311,8/3/2013,7,Saturday,8,August,2013,31,3,FALSE
1312,8/4/2013,1,Sunday,8,August,2013,32,4,FALSE
1313,8/5/2013,2,Monday,8,August,2013,32,5,TRUE
1314,8/6/2013,3,Tuesday,8,August,2013,32,6,TRUE
1315,8/7/2013,4,Wednesday,8,August,2013,32,7,TRUE
1316,8/8/2013,5,Thursday,8,August,2013,32,8,TRUE
1317,8/9/2013,6,Friday,8,August,2013,32,9,TRUE
1318,8/10/2013,7,Saturday,8,August,2013,32,10,FALSE
1319,8/11/2013,1,Sunday,8,August,2013,33,11,FALSE
1320,8/12/2013,2,Monday,8,August,2013,33,12,TRUE
1321,8/13/2013,3,Tuesday,8,August,2013,33,13,TRUE
1322,8/14/2013,4,Wednesday,8,August,2013,33,14,TRUE
1323,8/15/2013,5,Thursday,8,August,2013,33,15,TRUE
1324,8/16/2013,6,Friday,8,August,2013,33,16,TRUE
1325,8/17/2013,7,Saturday,8,August,2013,33,17,FALSE
1326,8/18/2013,1,Sunday,8,August,2013,34,18,FALSE
1327,8/19/2013,2,Monday,8,August,2013,34,19,TRUE
1328,8/20/2013,3,Tuesday,8,August,2013,34,20,TRUE
1329,8/21/2013,4,Wednesday,8,August,2013,34,21,TRUE
1330,8/22/2013,5,Thursday,8,August,2013,34,22,TRUE
1331,8/23/2013,6,Friday,8,August,2013,34,23,TRUE
1332,8/24/2013,7,Saturday,8,August,2013,34,24,FALSE
1333,8/25/2013,1,Sunday,8,August,2013,35,25,FALSE
1334,8/26/2013,2,Monday,8,August,2013,35,26,TRUE
1335,8/27/2013,3,Tuesday,8,August,2013,35,27,TRUE
1336,8/28/2013,4,Wednesday,8,August,2013,35,28,TRUE
1337,8/29/2013,5,Thursday,8,August,2013,35,29,TRUE
1338,8/30/2013,6,Friday,8,August,2013,35,30,TRUE
1339,8/31/2013,7,Saturday,8,August,2013,35,31,FALSE
1340,9/1/2013,1,Sunday,9,September,2013,36,1,FALSE
1341,9/2/2013,2,Monday,9,September,2013,36,2,TRUE
1342,9/3/2013,3,Tuesday,9,September,2013,36,3,TRUE
1343,9/4/2013,4,Wednesday,9,September,2013,36,4,TRUE
1344,9/5/2013,5,Thursday,9,September,2013,36,5,TRUE
1345,9/6/2013,6,Friday,9,September,2013,36,6,TRUE
1346,9/7/2013,7,Saturday,9,September,2013,36,7,FALSE
1347,9/8/2013,1,Sunday,9,September,2013,37,8,FALSE
1348,9/9/2013,2,Monday,9,September,2013,37,9,TRUE
1349,9/10/2013,3,Tuesday,9,September,2013,37,10,TRUE
1350,9/11/2013,4,Wednesday,9,September,2013,37,11,TRUE
1351,9/12/2013,5,Thursday,9,September,2013,37,12,TRUE
1352,9/13/2013,6,Friday,9,September,2013,37,13,TRUE
1353,9/14/2013,7,Saturday,9,September,2013,37,14,FALSE
1354,9/15/2013,1,Sunday,9,September,2013,38,15,FALSE
1355,9/16/2013,2,Monday,9,September,2013,38,16,TRUE
1356,9/17/2013,3,Tuesday,9,September,2013,38,17,TRUE
1357,9/18/2013,4,Wednesday,9,September,2013,38,18,TRUE
1358,9/19/2013,5,Thursday,9,September,2013,38,19,TRUE
1359,9/20/2013,6,Friday,9,September,2013,38,20,TRUE
1360,9/21/2013,7,Saturday,9,September,2013,38,21,FALSE
1361,9/22/2013,1,Sunday,9,September,2013,39,22,FALSE
1362,9/23/2013,2,Monday,9,September,2013,39,23,TRUE
1363,9/24/2013,3,Tuesday,9,September,2013,39,24,TRUE
1364,9/25/2013,4,Wednesday,9,September,2013,39,25,TRUE
1365,9/26/2013,5,Thursday,9,September,2013,39,26,TRUE
1366,9/27/2013,6,Friday,9,September,2013,39,27,TRUE
1367,9/28/2013,7,Saturday,9,September,2013,39,28,FALSE
1368,9/29/2013,1,Sunday,9,September,2013,40,29,FALSE
1369,9/30/2013,2,Monday,9,September,2013,40,30,TRUE
1370,10/1/2013,3,Tuesday,10,October,2013,40,1,TRUE
1371,10/2/2013,4,Wednesday,10,October,2013,40,2,TRUE
1372,10/3/2013,5,Thursday,10,October,2013,40,3,TRUE
1373,10/4/2013,6,Friday,10,October,2013,40,4,TRUE
1374,10/5/2013,7,Saturday,10,October,2013,40,5,FALSE
1375,10/6/2013,1,Sunday,10,October,2013,41,6,FALSE
1376,10/7/2013,2,Monday,10,October,2013,41,7,TRUE
1377,10/8/2013,3,Tuesday,10,October,2013,41,8,TRUE
1378,10/9/2013,4,Wednesday,10,October,2013,41,9,TRUE
1379,10/10/2013,5,Thursday,10,October,2013,41,10,TRUE
1380,10/11/2013,6,Friday,10,October,2013,41,11,TRUE
1381,10/12/2013,7,Saturday,10,October,2013,41,12,FALSE
1382,10/13/2013,1,Sunday,10,October,2013,42,13,FALSE
1383,10/14/2013,2,Monday,10,October,2013,42,14,TRUE
1384,10/15/2013,3,Tuesday,10,October,2013,42,15,TRUE
1385,10/16/2013,4,Wednesday,10,October,2013,42,16,TRUE
1386,10/17/2013,5,Thursday,10,October,2013,42,17,TRUE
1387,10/18/2013,6,Friday,10,October,2013,42,18,TRUE
1388,10/19/2013,7,Saturday,10,October,2013,42,19,FALSE
1389,10/20/2013,1,Sunday,10,October,2013,43,20,FALSE
1390,10/21/2013,2,Monday,10,October,2013,43,21,TRUE
1391,10/22/2013,3,Tuesday,10,October,2013,43,22,TRUE
1392,10/23/2013,4,Wednesday,10,October,2013,43,23,TRUE
1393,10/24/2013,5,Thursday,10,October,2013,43,24,TRUE
1394,10/25/2013,6,Friday,10,October,2013,43,25,TRUE
1395,10/26/2013,7,Saturday,10,October,2013,43,26,FALSE
1396,10/27/2013,1,Sunday,10,October,2013,44,27,FALSE
1397,10/28/2013,2,Monday,10,October,2013,44,28,TRUE
1398,10/29/2013,3,Tuesday,10,October,2013,44,29,TRUE
1399,10/30/2013,4,Wednesday,10,October,2013,44,30,TRUE
1400,10/31/2013,5,Thursday,10,October,2013,44,31,TRUE
1401,11/1/2013,6,Friday,11,November,2013,44,1,TRUE
1402,11/2/2013,7,Saturday,11,November,2013,44,2,FALSE
1403,11/3/2013,1,Sunday,11,November,2013,45,3,FALSE
1404,11/4/2013,2,Monday,11,November,2013,45,4,TRUE
1405,11/5/2013,3,Tuesday,11,November,2013,45,5,TRUE
1406,11/6/2013,4,Wednesday,11,November,2013,45,6,TRUE
1407,11/7/2013,5,Thursday,11,November,2013,45,7,TRUE
1408,11/8/2013,6,Friday,11,November,2013,45,8,TRUE
1409,11/9/2013,7,Saturday,11,November,2013,45,9,FALSE
1410,11/10/2013,1,Sunday,11,November,2013,46,10,FALSE
1411,11/11/2013,2,Monday,11,November,2013,46,11,TRUE
1412,11/12/2013,3,Tuesday,11,November,2013,46,12,TRUE
1413,11/13/2013,4,Wednesday,11,November,2013,46,13,TRUE
1414,11/14/2013,5,Thursday,11,November,2013,46,14,TRUE
1415,11/15/2013,6,Friday,11,November,2013,46,15,TRUE
1416,11/16/2013,7,Saturday,11,November,2013,46,16,FALSE
1417,11/17/2013,1,Sunday,11,November,2013,47,17,FALSE
1418,11/18/2013,2,Monday,11,November,2013,47,18,TRUE
1419,11/19/2013,3,Tuesday,11,November,2013,47,19,TRUE
1420,11/20/2013,4,Wednesday,11,November,2013,47,20,TRUE
1421,11/21/2013,5,Thursday,11,November,2013,47,21,TRUE
1422,11/22/2013,6,Friday,11,November,2013,47,22,TRUE
1423,11/23/2013,7,Saturday,11,November,2013,47,23,FALSE
1424,11/24/2013,1,Sunday,11,November,2013,48,24,FALSE
1425,11/25/2013,2,Monday,11,November,2013,48,25,TRUE
1426,11/26/2013,3,Tuesday,11,November,2013,48,26,TRUE
1427,11/27/2013,4,Wednesday,11,November,2013,48,27,TRUE
1428,11/28/2013,5,Thursday,11,November,2013,48,28,TRUE
1429,11/29/2013,6,Friday,11,November,2013,48,29,TRUE
1430,11/30/2013,7,Saturday,11,November,2013,48,30,FALSE
1431,12/1/2013,1,Sunday,12,December,2013,49,1,FALSE
1432,12/2/2013,2,Monday,12,December,2013,49,2,TRUE
1433,12/3/2013,3,Tuesday,12,December,2013,49,3,TRUE
1434,12/4/2013,4,Wednesday,12,December,2013,49,4,TRUE
1435,12/5/2013,5,Thursday,12,December,2013,49,5,TRUE
1436,12/6/2013,6,Friday,12,December,2013,49,6,TRUE
1437,12/7/2013,7,Saturday,12,December,2013,49,7,FALSE
1438,12/8/2013,1,Sunday,12,December,2013,50,8,FALSE
1439,12/9/2013,2,Monday,12,December,2013,50,9,TRUE
1440,12/10/2013,3,Tuesday,12,December,2013,50,10,TRUE
1441,12/11/2013,4,Wednesday,12,December,2013,50,11,TRUE
1442,12/12/2013,5,Thursday,12,December,2013,50,12,TRUE
1443,12/13/2013,6,Friday,12,December,2013,50,13,TRUE
1444,12/14/2013,7,Saturday,12,December,2013,50,14,FALSE
1445,12/15/2013,1,Sunday,12,December,2013,51,15,FALSE
1446,12/16/2013,2,Monday,12,December,2013,51,16,TRUE
1447,12/17/2013,3,Tuesday,12,December,2013,51,17,TRUE
1448,12/18/2013,4,Wednesday,12,December,2013,51,18,TRUE
1449,12/19/2013,5,Thursday,12,December,2013,51,19,TRUE
1450,12/20/2013,6,Friday,12,December,2013,51,20,TRUE
1451,12/21/2013,7,Saturday,12,December,2013,51,21,FALSE
1452,12/22/2013,1,Sunday,12,December,2013,52,22,FALSE
1453,12/23/2013,2,Monday,12,December,2013,52,23,TRUE
1454,12/24/2013,3,Tuesday,12,December,2013,52,24,TRUE
1455,12/25/2013,4,Wednesday,12,December,2013,52,25,TRUE
1456,12/26/2013,5,Thursday,12,December,2013,52,26,TRUE
1457,12/27/2013,6,Friday,12,December,2013,52,27,TRUE
1458,12/28/2013,7,Saturday,12,December,2013,52,28,FALSE
1459,12/29/2013,1,Sunday,12,December,2013,53,29,FALSE
1460,12/30/2013,2,Monday,12,December,2013,53,30,TRUE
1461,12/31/2013,3,Tuesday,12,December,2013,53,31,TRUE
1462,1/1/2014,4,Wednesday,1,January,2014,1,1,TRUE
1463,1/2/2014,5,Thursday,1,January,2014,1,2,TRUE
1464,1/3/2014,6,Friday,1,January,2014,1,3,TRUE
1465,1/4/2014,7,Saturday,1,January,2014,1,4,FALSE
1466,1/5/2014,1,Sunday,1,January,2014,2,5,FALSE
1467,1/6/2014,2,Monday,1,January,2014,2,6,TRUE
1468,1/7/2014,3,Tuesday,1,January,2014,2,7,TRUE
1469,1/8/2014,4,Wednesday,1,January,2014,2,8,TRUE
1470,1/9/2014,5,Thursday,1,January,2014,2,9,TRUE
1471,1/10/2014,6,Friday,1,January,2014,2,10,TRUE
1472,1/11/2014,7,Saturday,1,January,2014,2,11,FALSE
1473,1/12/2014,1,Sunday,1,January,2014,3,12,FALSE
1474,1/13/2014,2,Monday,1,January,2014,3,13,TRUE
1475,1/14/2014,3,Tuesday,1,January,2014,3,14,TRUE
1476,1/15/2014,4,Wednesday,1,January,2014,3,15,TRUE
1477,1/16/2014,5,Thursday,1,January,2014,3,16,TRUE
1478,1/17/2014,6,Friday,1,January,2014,3,17,TRUE
1479,1/18/2014,7,Saturday,1,January,2014,3,18,FALSE
1480,1/19/2014,1,Sunday,1,January,2014,4,19,FALSE
1481,1/20/2014,2,Monday,1,January,2014,4,20,TRUE
1482,1/21/2014,3,Tuesday,1,January,2014,4,21,TRUE
1483,1/22/2014,4,Wednesday,1,January,2014,4,22,TRUE
1484,1/23/2014,5,Thursday,1,January,2014,4,23,TRUE
1485,1/24/2014,6,Friday,1,January,2014,4,24,TRUE
1486,1/25/2014,7,Saturday,1,January,2014,4,25,FALSE
1487,1/26/2014,1,Sunday,1,January,2014,5,26,FALSE
1488,1/27/2014,2,Monday,1,January,2014,5,27,TRUE
1489,1/28/2014,3,Tuesday,1,January,2014,5,28,TRUE
1490,1/29/2014,4,Wednesday,1,January,2014,5,29,TRUE
1491,1/30/2014,5,Thursday,1,January,2014,5,30,TRUE
1492,1/31/2014,6,Friday,1,January,2014,5,31,TRUE
1493,2/1/2014,7,Saturday,2,February,2014,5,1,FALSE
1494,2/2/2014,1,Sunday,2,February,2014,6,2,FALSE
1495,2/3/2014,2,Monday,2,February,2014,6,3,TRUE
1496,2/4/2014,3,Tuesday,2,February,2014,6,4,TRUE
1497,2/5/2014,4,Wednesday,2,February,2014,6,5,TRUE
1498,2/6/2014,5,Thursday,2,February,2014,6,6,TRUE
1499,2/7/2014,6,Friday,2,February,2014,6,7,TRUE
1500,2/8/2014,7,Saturday,2,February,2014,6,8,FALSE
1501,2/9/2014,1,Sunday,2,February,2014,7,9,FALSE
1502,2/10/2014,2,Monday,2,February,2014,7,10,TRUE
1503,2/11/2014,3,Tuesday,2,February,2014,7,11,TRUE
1504,2/12/2014,4,Wednesday,2,February,2014,7,12,TRUE
1505,2/13/2014,5,Thursday,2,February,2014,7,13,TRUE
1506,2/14/2014,6,Friday,2,February,2014,7,14,TRUE
1507,2/15/2014,7,Saturday,2,February,2014,7,15,FALSE
1508,2/16/2014,1,Sunday,2,February,2014,8,16,FALSE
1509,2/17/2014,2,Monday,2,February,2014,8,17,TRUE
1510,2/18/2014,3,Tuesday,2,February,2014,8,18,TRUE
1511,2/19/2014,4,Wednesday,2,February,2014,8,19,TRUE
1512,2/20/2014,5,Thursday,2,February,2014,8,20,TRUE
1513,2/21/2014,6,Friday,2,February,2014,8,21,TRUE
1514,2/22/2014,7,Saturday,2,February,2014,8,22,FALSE
1515,2/23/2014,1,Sunday,2,February,2014,9,23,FALSE
1516,2/24/2014,2,Monday,2,February,2014,9,24,TRUE
1517,2/25/2014,3,Tuesday,2,February,2014,9,25,TRUE
1518,2/26/2014,4,Wednesday,2,February,2014,9,26,TRUE
1519,2/27/2014,5,Thursday,2,February,2014,9,27,TRUE
1520,2/28/2014,6,Friday,2,February,2014,9,28,TRUE
1521,3/1/2014,7,Saturday,3,March,2014,9,1,FALSE
1522,3/2/2014,1,Sunday,3,March,2014,10,2,FALSE
1523,3/3/2014,2,Monday,3,March,2014,10,3,TRUE
1524,3/4/2014,3,Tuesday,3,March,2014,10,4,TRUE
1525,3/5/2014,4,Wednesday,3,March,2014,10,5,TRUE
1526,3/6/2014,5,Thursday,3,March,2014,10,6,TRUE
1527,3/7/2014,6,Friday,3,March,2014,10,7,TRUE
1528,3/8/2014,7,Saturday,3,March,2014,10,8,FALSE
1529,3/9/2014,1,Sunday,3,March,2014,11,9,FALSE
1530,3/10/2014,2,Monday,3,March,2014,11,10,TRUE
1531,3/11/2014,3,Tuesday,3,March,2014,11,11,TRUE
1532,3/12/2014,4,Wednesday,3,March,2014,11,12,TRUE
1533,3/13/2014,5,Thursday,3,March,2014,11,13,TRUE
1534,3/14/2014,6,Friday,3,March,2014,11,14,TRUE
1535,3/15/2014,7,Saturday,3,March,2014,11,15,FALSE
1536,3/16/2014,1,Sunday,3,March,2014,12,16,FALSE
1537,3/17/2014,2,Monday,3,March,2014,12,17,TRUE
1538,3/18/2014,3,Tuesday,3,March,2014,12,18,TRUE
1539,3/19/2014,4,Wednesday,3,March,2014,12,19,TRUE
1540,3/20/2014,5,Thursday,3,March,2014,12,20,TRUE
1541,3/21/2014,6,Friday,3,March,2014,12,21,TRUE
1542,3/22/2014,7,Saturday,3,March,2014,12,22,FALSE
1543,3/23/2014,1,Sunday,3,March,2014,13,23,FALSE
1544,3/24/2014,2,Monday,3,March,2014,13,24,TRUE
1545,3/25/2014,3,Tuesday,3,March,2014,13,25,TRUE
1546,3/26/2014,4,Wednesday,3,March,2014,13,26,TRUE
1547,3/27/2014,5,Thursday,3,March,2014,13,27,TRUE
1548,3/28/2014,6,Friday,3,March,2014,13,28,TRUE
1549,3/29/2014,7,Saturday,3,March,2014,13,29,FALSE
1550,3/30/2014,1,Sunday,3,March,2014,14,30,FALSE
1551,3/31/2014,2,Monday,3,March,2014,14,31,TRUE
1552,4/1/2014,3,Tuesday,4,April,2014,14,1,TRUE
1553,4/2/2014,4,Wednesday,4,April,2014,14,2,TRUE
1554,4/3/2014,5,Thursday,4,April,2014,14,3,TRUE
1555,4/4/2014,6,Friday,4,April,2014,14,4,TRUE
1556,4/5/2014,7,Saturday,4,April,2014,14,5,FALSE
1557,4/6/2014,1,Sunday,4,April,2014,15,6,FALSE
1558,4/7/2014,2,Monday,4,April,2014,15,7,TRUE
1559,4/8/2014,3,Tuesday,4,April,2014,15,8,TRUE
1560,4/9/2014,4,Wednesday,4,April,2014,15,9,TRUE
1561,4/10/2014,5,Thursday,4,April,2014,15,10,TRUE
1562,4/11/2014,6,Friday,4,April,2014,15,11,TRUE
1563,4/12/2014,7,Saturday,4,April,2014,15,12,FALSE
1564,4/13/2014,1,Sunday,4,April,2014,16,13,FALSE
1565,4/14/2014,2,Monday,4,April,2014,16,14,TRUE
1566,4/15/2014,3,Tuesday,4,April,2014,16,15,TRUE
1567,4/16/2014,4,Wednesday,4,April,2014,16,16,TRUE
1568,4/17/2014,5,Thursday,4,April,2014,16,17,TRUE
1569,4/18/2014,6,Friday,4,April,2014,16,18,TRUE
1570,4/19/2014,7,Saturday,4,April,2014,16,19,FALSE
1571,4/20/2014,1,Sunday,4,April,2014,17,20,FALSE
1572,4/21/2014,2,Monday,4,April,2014,17,21,TRUE
1573,4/22/2014,3,Tuesday,4,April,2014,17,22,TRUE
1574,4/23/2014,4,Wednesday,4,April,2014,17,23,TRUE
1575,4/24/2014,5,Thursday,4,April,2014,17,24,TRUE
1576,4/25/2014,6,Friday,4,April,2014,17,25,TRUE
1577,4/26/2014,7,Saturday,4,April,2014,17,26,FALSE
1578,4/27/2014,1,Sunday,4,April,2014,18,27,FALSE
1579,4/28/2014,2,Monday,4,April,2014,18,28,TRUE
1580,4/29/2014,3,Tuesday,4,April,2014,18,29,TRUE
1581,4/30/2014,4,Wednesday,4,April,2014,18,30,TRUE
1582,5/1/2014,5,Thursday,5,May,2014,18,1,TRUE
1583,5/2/2014,6,Friday,5,May,2014,18,2,TRUE
1584,5/3/2014,7,Saturday,5,May,2014,18,3,FALSE
1585,5/4/2014,1,Sunday,5,May,2014,19,4,FALSE
1586,5/5/2014,2,Monday,5,May,2014,19,5,TRUE
1587,5/6/2014,3,Tuesday,5,May,2014,19,6,TRUE
1588,5/7/2014,4,Wednesday,5,May,2014,19,7,TRUE
1589,5/8/2014,5,Thursday,5,May,2014,19,8,TRUE
1590,5/9/2014,6,Friday,5,May,2014,19,9,TRUE
1591,5/10/2014,7,Saturday,5,May,2014,19,10,FALSE
1592,5/11/2014,1,Sunday,5,May,2014,20,11,FALSE
1593,5/12/2014,2,Monday,5,May,2014,20,12,TRUE
1594,5/13/2014,3,Tuesday,5,May,2014,20,13,TRUE
1595,5/14/2014,4,Wednesday,5,May,2014,20,14,TRUE
1596,5/15/2014,5,Thursday,5,May,2014,20,15,TRUE
1597,5/16/2014,6,Friday,5,May,2014,20,16,TRUE
1598,5/17/2014,7,Saturday,5,May,2014,20,17,FALSE
1599,5/18/2014,1,Sunday,5,May,2014,21,18,FALSE
1600,5/19/2014,2,Monday,5,May,2014,21,19,TRUE
1601,5/20/2014,3,Tuesday,5,May,2014,21,20,TRUE
1602,5/21/2014,4,Wednesday,5,May,2014,21,21,TRUE
1603,5/22/2014,5,Thursday,5,May,2014,21,22,TRUE
1604,5/23/2014,6,Friday,5,May,2014,21,23,TRUE
1605,5/24/2014,7,Saturday,5,May,2014,21,24,FALSE
1606,5/25/2014,1,Sunday,5,May,2014,22,25,FALSE
1607,5/26/2014,2,Monday,5,May,2014,22,26,TRUE
1608,5/27/2014,3,Tuesday,5,May,2014,22,27,TRUE
1609,5/28/2014,4,Wednesday,5,May,2014,22,28,TRUE
1610,5/29/2014,5,Thursday,5,May,2014,22,29,TRUE
1611,5/30/2014,6,Friday,5,May,2014,22,30,TRUE
1612,5/31/2014,7,Saturday,5,May,2014,22,31,FALSE
1613,6/1/2014,1,Sunday,6,June,2014,23,1,FALSE
1614,6/2/2014,2,Monday,6,June,2014,23,2,TRUE
1615,6/3/2014,3,Tuesday,6,June,2014,23,3,TRUE
1616,6/4/2014,4,Wednesday,6,June,2014,23,4,TRUE
1617,6/5/2014,5,Thursday,6,June,2014,23,5,TRUE
1618,6/6/2014,6,Friday,6,June,2014,23,6,TRUE
1619,6/7/2014,7,Saturday,6,June,2014,23,7,FALSE
1620,6/8/2014,1,Sunday,6,June,2014,24,8,FALSE
1621,6/9/2014,2,Monday,6,June,2014,24,9,TRUE
1622,6/10/2014,3,Tuesday,6,June,2014,24,10,TRUE
1623,6/11/2014,4,Wednesday,6,June,2014,24,11,TRUE
1624,6/12/2014,5,Thursday,6,June,2014,24,12,TRUE
1625,6/13/2014,6,Friday,6,June,2014,24,13,TRUE
1626,6/14/2014,7,Saturday,6,June,2014,24,14,FALSE
1627,6/15/2014,1,Sunday,6,June,2014,25,15,FALSE
1628,6/16/2014,2,Monday,6,June,2014,25,16,TRUE
1629,6/17/2014,3,Tuesday,6,June,2014,25,17,TRUE
1630,6/18/2014,4,Wednesday,6,June,2014,25,18,TRUE
1631,6/19/2014,5,Thursday,6,June,2014,25,19,TRUE
1632,6/20/2014,6,Friday,6,June,2014,25,20,TRUE
1633,6/21/2014,7,Saturday,6,June,2014,25,21,FALSE
1634,6/22/2014,1,Sunday,6,June,2014,26,22,FALSE
1635,6/23/2014,2,Monday,6,June,2014,26,23,TRUE
1636,6/24/2014,3,Tuesday,6,June,2014,26,24,TRUE
1637,6/25/2014,4,Wednesday,6,June,2014,26,25,TRUE
1638,6/26/2014,5,Thursday,6,June,2014,26,26,TRUE
1639,6/27/2014,6,Friday,6,June,2014,26,27,TRUE
1640,6/28/2014,7,Saturday,6,June,2014,26,28,FALSE
1641,6/29/2014,1,Sunday,6,June,2014,27,29,FALSE
1642,6/30/2014,2,Monday,6,June,2014,27,30,TRUE
1643,7/1/2014,3,Tuesday,7,July,2014,27,1,TRUE
1644,7/2/2014,4,Wednesday,7,July,2014,27,2,TRUE
1645,7/3/2014,5,Thursday,7,July,2014,27,3,TRUE
1646,7/4/2014,6,Friday,7,July,2014,27,4,TRUE
1647,7/5/2014,7,Saturday,7,July,2014,27,5,FALSE
1648,7/6/2014,1,Sunday,7,July,2014,28,6,FALSE
1649,7/7/2014,2,Monday,7,July,2014,28,7,TRUE
1650,7/8/2014,3,Tuesday,7,July,2014,28,8,TRUE
1651,7/9/2014,4,Wednesday,7,July,2014,28,9,TRUE
1652,7/10/2014,5,Thursday,7,July,2014,28,10,TRUE
1653,7/11/2014,6,Friday,7,July,2014,28,11,TRUE
1654,7/12/2014,7,Saturday,7,July,2014,28,12,FALSE
1655,7/13/2014,1,Sunday,7,July,2014,29,13,FALSE
1656,7/14/2014,2,Monday,7,July,2014,29,14,TRUE
1657,7/15/2014,3,Tuesday,7,July,2014,29,15,TRUE
1658,7/16/2014,4,Wednesday,7,July,2014,29,16,TRUE
1659,7/17/2014,5,Thursday,7,July,2014,29,17,TRUE
1660,7/18/2014,6,Friday,7,July,2014,29,18,TRUE
1661,7/19/2014,7,Saturday,7,July,2014,29,19,FALSE
1662,7/20/2014,1,Sunday,7,July,2014,30,20,FALSE
1663,7/21/2014,2,Monday,7,July,2014,30,21,TRUE
1664,7/22/2014,3,Tuesday,7,July,2014,30,22,TRUE
1665,7/23/2014,4,Wednesday,7,July,2014,30,23,TRUE
1666,7/24/2014,5,Thursday,7,July,2014,30,24,TRUE
1667,7/25/2014,6,Friday,7,July,2014,30,25,TRUE
1668,7/26/2014,7,Saturday,7,July,2014,30,26,FALSE
1669,7/27/2014,1,Sunday,7,July,2014,31,27,FALSE
1670,7/28/2014,2,Monday,7,July,2014,31,28,TRUE
1671,7/29/2014,3,Tuesday,7,July,2014,31,29,TRUE
1672,7/30/2014,4,Wednesday,7,July,2014,31,30,TRUE
1673,7/31/2014,5,Thursday,7,July,2014,31,31,TRUE
1674,8/1/2014,6,Friday,8,August,2014,31,1,TRUE
1675,8/2/2014,7,Saturday,8,August,2014,31,2,FALSE
1676,8/3/2014,1,Sunday,8,August,2014,32,3,FALSE
1677,8/4/2014,2,Monday,8,August,2014,32,4,TRUE
1678,8/5/2014,3,Tuesday,8,August,2014,32,5,TRUE
1679,8/6/2014,4,Wednesday,8,August,2014,32,6,TRUE
1680,8/7/2014,5,Thursday,8,August,2014,32,7,TRUE
1681,8/8/2014,6,Friday,8,August,2014,32,8,TRUE
1682,8/9/2014,7,Saturday,8,August,2014,32,9,FALSE
1683,8/10/2014,1,Sunday,8,August,2014,33,10,FALSE
1684,8/11/2014,2,Monday,8,August,2014,33,11,TRUE
1685,8/12/2014,3,Tuesday,8,August,2014,33,12,TRUE
1686,8/13/2014,4,Wednesday,8,August,2014,33,13,TRUE
1687,8/14/2014,5,Thursday,8,August,2014,33,14,TRUE
1688,8/15/2014,6,Friday,8,August,2014,33,15,TRUE
1689,8/16/2014,7,Saturday,8,August,2014,33,16,FALSE
1690,8/17/2014,1,Sunday,8,August,2014,34,17,FALSE
1691,8/18/2014,2,Monday,8,August,2014,34,18,TRUE
1692,8/19/2014,3,Tuesday,8,August,2014,34,19,TRUE
1693,8/20/2014,4,Wednesday,8,August,2014,34,20,TRUE
1694,8/21/2014,5,Thursday,8,August,2014,34,21,TRUE
1695,8/22/2014,6,Friday,8,August,2014,34,22,TRUE
1696,8/23/2014,7,Saturday,8,August,2014,34,23,FALSE
1697,8/24/2014,1,Sunday,8,August,2014,35,24,FALSE
